FilePath,ID,AuthorsNote,StrideSpeed,StrideLengthFR,StepLengthFR,StepWidthFR,StrideLengthFL,StepLengthFL,StepWidthFL,StrideLengthBR,StepLengthBR,StepWidthBR,StrideLengthBL,StepLengthBL,StepWidthBL,TemporalSymmetryF,TemporalSymmetryB,DutyFactorF,DutyFactorB,AngularVelocity,NoseLateralDisplacementBR,NoseLateralDisplacementPhaseOffsetBR,TailLateralDisplacementBR,TailLateralDisplacementPhaseOffsetBR,StrideCountPerFrameFR,StrideCountPerFrameFL,StrideCountPerFrameBR,StrideCountPerFrameBL
1559\1559_20250716_2025-07-16-154556-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1559,60 DPI,-0.093516952061699,0.248154491197443,0.252844876914277,0.214664788525082,0.193507806987631,0.192399743765552,0.225122052474521,0.280807177801418,0.21023116403556,0.485158313158629,0.309481363285261,0.158909956008739,0.477881556932371,-0.00482651072124757,0.000544159928989068,98.1404958677686,99.1410315273952,1.82903486844821e-05,0.105923088626674,0.519817175143393,0.130211832739873,0.511252666151937,0.00390266299357208,0.0094811753902663,0.00166054484236302,0.00162993572084481
1559\1559_20250712_save_2025-07-12-155601_h.264DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1559,Training video,-0.264836996848998,0.140326198850255,0.148808534744031,0.197445478472193,0.127137565552809,0.144822430091344,0.20399123616043,0.214311038024284,0.192046935836926,0.430475846617312,0.19231282707629,0.169026868050162,0.426330219958846,-0.000684978423179636,0.00106365616329658,96.4054589478318,97.7817521461589,-7.62340463102404e-08,0.051716764309126,0.510699731489833,0.11442803499947,0.504106920980505,0.00916795069337442,0.00871670702179177,0.00504072198987453,0.00576711424169051
1560\1560_20250712_2025-07-12-172744DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1560,Training video,-0.168552355563203,0.101122159737844,0.127900376417767,0.218028836914243,0.122416558501089,0.14678378447318,0.212037545354451,0.138273336923551,0.178833931981656,0.47665998439526,0.166528834828812,0.168098391545325,0.445521441822106,0.000629281216556901,0.00104218090066373,95.3194366972056,97.5135820770071,9.68791001447091e-07,0.0690232336339957,0.521008451267773,0.0952217195553733,0.55794246395135,0.0151294022357894,0.0146785766136119,0.00916169357611694,0.00900887133131099
1560\1560_20250709_2025-07-09-125003-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1560,Training video,0.0493379592166912,0.0956761868582314,0.288313750266914,0.242463237504019,0.109099294143289,0.222223480818144,0.252964758072922,0.246921219898933,0.273943700179806,0.37162850666156,0.263595502213257,0.262667621689456,0.383992659312344,-0.00268052610711755,-0.00170040041687231,94.9769970038802,97.0067453625632,-2.69993700657645e-06,0.0572841054749949,0.535558495019692,0.324173506520681,0.545396163721722,0.0189508669100673,0.0217587059382112,0.0132860721360861,0.0154226493557524
1560\1560_20250714_2025-07-14-114322-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1560,Training video,-0.655564479824437,0.221490800584557,0.221944122882939,0.254884915529054,0.207006824959446,0.171287942025879,0.244775476217927,0.292063304581606,0.249779261132038,0.584254626792502,0.353221585572068,0.160234288427987,0.551735262226426,-0.000496602078570469,-0.00122598748111377,92.2229832321099,95.5777990493795,-4.12419355009069e-07,0.168900465528159,0.511095177877961,0.112149865038476,0.549130520547452,0.0228660549247425,0.0207865724848165,0.0121880776340111,0.0115774359651439
1560\1560_20250710_2025-07-10-121927-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1560,Training video,-0.00536597951742219,0.13507121384457,0.185160650346488,0.238055907208658,0.0738762450568627,0.247190082771185,0.217942896729835,0.362928431965944,0.25170619231677,0.359180489829178,0.278707863389737,0.23679767562419,0.295187690805,-0.000588285411738924,0.00595896026136227,98.4899583629694,97.9696952744767,5.28960264600231e-06,0.0442305146236997,0.518022116397581,0.131526755595274,0.518420955923414,0.0065052865442863,0.00569811954063407,0.0124591421652854,0.00704073396255065
1560\1560_20250711_2025-07-11-122622-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1560,Training video,-0.0387276763179821,0.126528658841205,0.173741973642697,0.237773688770893,0.13573969137998,0.19983506171046,0.215394634087289,0.172795862037096,0.215720121876432,0.385170675237346,0.202228001411523,0.259148414788414,0.372268629500046,0.00190802246205868,-0.000172739985193786,97.2104972644772,98.6817539815251,4.22935404733344e-06,0.0877845694709619,0.518480082719506,0.197484443797053,0.55702013457538,0.0110232641200058,0.00962709222851762,0.0053087000990308,0.00588502686819163
1560\1560_20250715_2025-07-15-125758-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1560,Training video,-0.0729485220839668,0.340836488409953,0.393095835024988,0.638428794027031,0.513212895576088,0.341720139409243,0.46309164071631,0.375471404210349,0.438150419719835,1.59090285970265,0.891146243819957,0.577831229212726,1.41103014841208,0.00442351087073313,0.000606295416702344,98.4270613604715,99.335158733423,2.37157228511884e-06,0.497566811537303,0.54336935601481,0.181618493858914,0.57966251783758,0.00521179145783267,0.00280860915089517,0.00175684965714991,0.00158057711629875
1560\1560_20250713_2025-07-13-155015-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1560,Training video,-0.383947674131876,0.171441077912734,0.174302326543361,0.232259606745859,0.152253465552986,0.138068744092791,0.226184795179709,0.238396303530414,0.232867463587365,0.532627840514009,0.253429564220751,0.14212947902926,0.478922470107976,-0.00277192413681312,-0.00178296810819571,94.4839680509714,96.8537252169119,2.56301854683374e-06,0.135632246125137,0.52477323173691,0.122791263916085,0.536420234249885,0.016885812088863,0.0170236554528537,0.00811744254612009,0.0102004089353132
1560\1560_20250717_2025-07-17-145702-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1560,60 DPI,-0.0127702548742111,0.134808371215787,0.136938186226443,0.248219544313476,0.152548342748812,0.17032000566349,0.23947658148119,0.106775588507273,0.214339258372703,0.387588756252662,0.112951223533734,0.219149409621017,0.439526441362582,-0.00270102999823755,-0.00108656579850335,99.2381657406428,99.5745442417044,5.11271548435036e-07,0.0553061833089716,0.506042970933175,0.0382569847567655,0.454366955713929,0.00191170369406233,0.00521447688465512,0.00136666476852115,0.00263571062500508
